"card_id","card_name","set_id","price_euros","rarity","artist"
"sm7-170","Blaziken-GX","sm7",0,"Rare Rainbow","5ban Graphics"
"sm7-171","Articuno-GX","sm7",32.5,"Rare Rainbow","5ban Graphics"
"sm7-172","Electrode-GX","sm7",9.47,"Rare Rainbow","5ban Graphics"
"sm7-173","Mr. Mime-GX","sm7",14,"Rare Rainbow","5ban Graphics"
"sm7-174","Banette-GX","sm7",0,"Rare Rainbow","5ban Graphics"
"sm7-175","Scizor-GX","sm7",22.56,"Rare Rainbow","5ban Graphics"
"sm7-176","Stakataka-GX","sm7",13.5,"Rare Rainbow","5ban Graphics"
"sm7-177","Rayquaza-GX","sm7",0,"Rare Rainbow","5ban Graphics"
"sm7-177a","Rayquaza-GX","sm7",9.37,"Rare Ultra","5ban Graphics"
"sm7-22","Dhelmise","sm7",0.34,"Rare","Kyoko Umemoto"
"sm7-24","Magcargo","sm7",0,"Rare","Midori Harada"
"sm7-28","Blaziken-GX","sm7",3.53,"Rare Holo GX","5ban Graphics"
"sm7-3","Victreebel","sm7",1.36,"Rare Holo","Miki Tanaka"
"sm7-31","Articuno-GX","sm7",4.59,"Rare Holo GX","5ban Graphics"
"sm7-35","Swampert","sm7",0.4,"Rare","SATOSHI NAKAI"
"sm7-38","Ludicolo","sm7",1.31,"Rare Holo","Atsuko Nishida"
"sm7-40","Wailord","sm7",0.31,"Rare","Anesaki Dynamic"
"sm7-45","Regice","sm7",0.52,"Rare","kodama"
"sm7-46","Kyogre","sm7",1.58,"Rare Holo","Shin Nagasawa"
"sm7-48","Electrode-GX","sm7",2.6,"Rare Holo GX","5ban Graphics"
"sm7-52","Manectric","sm7",0.25,"Rare","Sanosuke Sakuma"
"sm7-56","Mr. Mime-GX","sm7",1.92,"Rare Holo GX","5ban Graphics"
"sm7-6","Ariados","sm7",1.15,"Rare Holo","Mitsuhiro Arita"
"sm7-60","Grumpig","sm7",0.19,"Rare","Ken Sugimori"
"sm7-61","Lunatone","sm7",1.17,"Rare Holo","Hisao Nakamura"
"sm7-65","Banette","sm7",0.23,"Rare","Eri Yamaki"
"sm7-66","Banette-GX","sm7",3.49,"Rare Holo GX","5ban Graphics"
"sm7-67","Deoxys","sm7",2.31,"Rare Holo","Masakazu Fukuda"
"sm7-68","Deoxys","sm7",0.58,"Rare","Ayaka Yoshida"
"sm7-69","Deoxys","sm7",0.5,"Rare","Kouki Saitou"
"sm7-70","Lunala","sm7",1.41,"Rare Holo","5ban Graphics"
"sm7-77","Medicham","sm7",0.23,"Rare","Misa Tsutsui"
"sm7-79","Claydol","sm7",0.27,"Rare","Yumi"
"sm7-80","Regirock","sm7",0,"Rare","Ayaka Yoshida"
"sm7-81","Groudon","sm7",2.79,"Rare Holo","Masakazu Fukuda"
"sm7-82","Palossand-GX","sm7",2.07,"Rare Holo GX","5ban Graphics"
"sm7-85","Alolan Raticate-GX","sm7",2.35,"Rare Holo GX","5ban Graphics"
"sm7-87","Tyranitar","sm7",2.09,"Rare Holo","Hironobu Yoshida"
"sm7-89","Steelix","sm7",1.62,"Rare Holo","Ken Sugimori"
"sm7-90","Scizor-GX","sm7",2.22,"Rare Holo GX","5ban Graphics"
"sm7-95","Metagross","sm7",0.6,"Rare Holo","TOKIYA"
"sm7-96","Registeel","sm7",0.46,"Rare","Shin Nagasawa"
"sm7-97","Jirachi ◇","sm7",2.65,"Rare Prism Star","Kouki Saitou"
"sm7-98","Heatran","sm7",1.08,"Rare Holo","Masakazu Fukuda"
"sm7-99","Solgaleo","sm7",1.37,"Rare Holo","5ban Graphics"
"sm75-11","Reshiram-GX","sm75",3.75,"Rare Holo GX","PLANETA Otani"
"sm75-18","Kingdra-GX","sm75",2.58,"Rare Holo GX","5ban Graphics"
"sm75-20","Gyarados","sm75",1.14,"Rare Holo","kawayoo"
"sm75-24","Feraligatr","sm75",1.03,"Rare Holo","Ken Sugimori"
"sm75-3","Charizard","sm75",3.09,"Rare Holo","Ryota Murayama"
"sm75-33","Hydreigon","sm75",0.71,"Rare Holo","Masakazu Fukuda"
"sm75-37","Dragonite-GX","sm75",6.87,"Rare Holo GX","5ban Graphics"
"sm75-40","Altaria","sm75",1.03,"Rare Holo","Kyoko Umemoto"
"sm75-40a","Altaria","sm75",1.46,"Rare Holo","Shin Nagasawa"
"sm75-41","Altaria-GX","sm75",3.69,"Rare Holo GX","5ban Graphics"
"sm75-44","Salamence-GX","sm75",3.23,"Rare Holo GX","5ban Graphics"
"sm75-46","Zekrom","sm75",0.82,"Rare Holo","Hasuno"
"sm75-47","Kyurem","sm75",1,"Rare Holo","TOKIYA"
"sm75-48","White Kyurem-GX","sm75",4.36,"Rare Holo GX","5ban Graphics"
"sm75-54","Kommo-o","sm75",0.75,"Rare Holo","so-taro"
"sm75-6","Blaziken","sm75",0.81,"Rare Holo","Kouki Saitou"
"sm75-65","Reshiram-GX","sm75",15.17,"Rare Ultra","PLANETA Igarashi"
"sm75-66","Kingdra-GX","sm75",6.94,"Rare Ultra","5ban Graphics"
"sm75-67","Dragonite-GX","sm75",32.24,"Rare Ultra","5ban Graphics"
"sm75-68","Altaria-GX","sm75",8.63,"Rare Ultra","5ban Graphics"
"sm75-7","Victini ◇","sm75",1.28,"Rare Prism Star","Shin Nagasawa"
"sm75-71","Reshiram-GX","sm75",0,"Rare Rainbow","PLANETA Igarashi"
"sm75-72","Altaria-GX","sm75",18.95,"Rare Rainbow","5ban Graphics"
"sm75-73","Salamence-GX","sm75",28.5,"Rare Rainbow","5ban Graphics"
"sm75-74","White Kyurem-GX","sm75",27.33,"Rare Rainbow","5ban Graphics"
"sm75-78","Ultra Necrozma-GX","sm75",60,"Rare Secret","PLANETA Igarashi"
"sm8-100","Cofagrigus","sm8",0.47,"Rare","tetsuya koizumi"
"sm8-103","Chandelure","sm8",1.42,"Rare Holo","so-taro"
"sm8-104","Meloetta","sm8",0.47,"Rare","nagimiso"
"sm8-106","Nihilego","sm8",4.78,"Rare Holo","Megumi Mizutani"
"sm8-108","Naganadel","sm8",0.85,"Rare Holo","Shin Nagasawa"
"sm8-112","Donphan","sm8",0.74,"Rare","Naoyo Kimura"
"sm8-119","Alolan Persian","sm8",0.6,"Rare","Tomokazu Komiya"
"sm8-120","Umbreon","sm8",3.5,"Rare","Ryota Murayama"
"sm8-121","Tyranitar-GX","sm8",4.41,"Rare Holo GX","5ban Graphics"
"sm8-124","Forretress","sm8",0,"Rare","tetsuya koizumi"
"sm8-125","Steelix","sm8",0.47,"Rare","Shin Nagasawa"
"sm8-126","Scizor","sm8",5.49,"Rare Holo","Anesaki Dynamic"
"sm8-127","Dialga","sm8",1.09,"Rare Holo","nagimiso"
"sm8-129","Cobalion","sm8",1.27,"Rare Holo","Kouki Saitou"
"sm8-130","Genesect-GX","sm8",1.85,"Rare Holo GX","Yoshinobu Saito"
"sm8-132","Alolan Ninetales-GX","sm8",4.35,"Rare Holo GX","5ban Graphics"
"sm8-134","Wigglytuff","sm8",0.38,"Rare","nagimiso"
"sm8-136","Azumarill","sm8",0.68,"Rare","Naoyo Kimura"
"sm8-138","Granbull","sm8",0.31,"Rare","Shin Nagasawa"
"sm8-14","Jumpluff","sm8",1.39,"Rare Holo","Masakazu Fukuda"
"sm8-141","Gardevoir","sm8",5.77,"Rare Holo","Ryota Murayama"
"sm8-144","Xerneas ◇","sm8",1.79,"Rare Prism Star","Shin Nagasawa"
"sm8-146","Ribombee","sm8",0.32,"Rare","Hasuno"
"sm8-149","Mimikyu-GX","sm8",3.08,"Rare Holo GX","5ban Graphics"
"sm8-150","Tapu Lele","sm8",1.68,"Rare Holo","Mizue"
"sm8-151","Tapu Fini","sm8",2,"Rare Holo","Kagemaru Himeno"
"sm8-153","Blissey","sm8",1.4,"Rare Holo","MAHOU"
"sm8-154","Ditto ◇","sm8",3.35,"Rare Prism Star","kirisAki"
"sm8-157","Smeargle","sm8",0.37,"Rare","Ken Sugimori"
"sm8-158","Miltank","sm8",0.41,"Rare","Naoki Saito"
"sm8-159","Lugia-GX","sm8",9.48,"Rare Holo GX","PLANETA Igarashi"
"sm8-160","Ho-Oh","sm8",2.09,"Rare","Aya Kusube"
"sm8-166","Toucannon","sm8",0.37,"Rare","Kouki Saitou"
"sm8-17","Shuckle-GX","sm8",1.91,"Rare Holo GX","5ban Graphics"
"sm8-19","Celebi ◇","sm8",2.36,"Rare Prism Star","Masakazu Fukuda"
"sm8-195","Shuckle-GX","sm8",5.5,"Rare Ultra","5ban Graphics"
"sm8-196","Sceptile-GX","sm8",9.59,"Rare Ultra","Yoshinobu Saito"
"sm8-197","Virizion-GX","sm8",6.99,"Rare Ultra","5ban Graphics"
"sm8-198","Magcargo-GX","sm8",6.82,"Rare Ultra","5ban Graphics"
"sm8-199","Blacephalon-GX","sm8",7.4,"Rare Ultra","5ban Graphics"
"sm8-2","Tangrowth","sm8",0.41,"Rare","Atsuko Nishida"
"sm8-200","Suicune-GX","sm8",20,"Rare Ultra","5ban Graphics"
"sm8-201","Zeraora-GX","sm8",17.21,"Rare Ultra","PLANETA Otani"
"sm8-202","Sigilyph-GX","sm8",3.46,"Rare Ultra","PLANETA Igarashi"
"sm8-203","Tyranitar-GX","sm8",16.75,"Rare Ultra","5ban Graphics"
"sm8-204","Genesect-GX","sm8",4.88,"Rare Ultra","Yoshinobu Saito"
"sm8-205","Alolan Ninetales-GX","sm8",18.3,"Rare Ultra","5ban Graphics"
"sm8-206","Mimikyu-GX","sm8",37.33,"Rare Ultra","5ban Graphics"
"sm8-207","Lugia-GX","sm8",59.79,"Rare Ultra","PLANETA Igarashi"
"sm8-215","Shuckle-GX","sm8",29.47,"Rare Rainbow","5ban Graphics"
"sm8-216","Sceptile-GX","sm8",15,"Rare Rainbow","Yoshinobu Saito"
"sm8-217","Virizion-GX","sm8",13,"Rare Rainbow","5ban Graphics"
"sm8-218","Magcargo-GX","sm8",11,"Rare Rainbow","5ban Graphics"
"sm8-219","Blacephalon-GX","sm8",0,"Rare Rainbow","5ban Graphics"
"sm8-22","Sceptile-GX","sm8",3.32,"Rare Holo GX","Yoshinobu Saito"
"sm8-220","Suicune-GX","sm8",40,"Rare Rainbow","5ban Graphics"
"sm8-221","Zeraora-GX","sm8",36.5,"Rare Rainbow","PLANETA Otani"
"sm8-222","Sigilyph-GX","sm8",7.3,"Rare Rainbow","PLANETA Igarashi"
"sm8-223","Tyranitar-GX","sm8",39.17,"Rare Rainbow","5ban Graphics"
"sm8-224","Genesect-GX","sm8",10,"Rare Rainbow","Yoshinobu Saito"
"sm8-225","Alolan Ninetales-GX","sm8",0,"Rare Rainbow","5ban Graphics"
"sm8-226","Mimikyu-GX","sm8",56.32,"Rare Rainbow","5ban Graphics"
"sm8-227","Lugia-GX","sm8",260,"Rare Rainbow","PLANETA Igarashi"
"sm8-26","Beautifly","sm8",0.42,"Rare","0313"
"sm8-28","Dustox","sm8",0.35,"Rare","Midori Harada"
"sm8-33","Shaymin","sm8",1.39,"Rare Holo","Sekio"
"sm8-34","Virizion-GX","sm8",1.78,"Rare Holo GX","5ban Graphics"
"sm8-37","Tapu Bulu","sm8",1.51,"Rare Holo","Satoshi Shirai"
"sm8-38","Moltres","sm8",0.76,"Rare","Misa Tsutsui"
"sm8-42","Typhlosion","sm8",7.67,"Rare Holo","Kouki Saitou"
"sm8-44","Magcargo-GX","sm8",0,"Rare Holo GX","5ban Graphics"
"sm8-46","Houndoom","sm8",0.31,"Rare","Sekio"
"sm8-47","Entei","sm8",1.73,"Rare","kawayoo"
"sm8-48","Heatran","sm8",1.43,"Rare Holo","Kagemaru Himeno"
"sm8-49","Victini","sm8",0.25,"Rare","sowsow"
"sm8-51","Pyroar","sm8",0.99,"Rare","Hasuno"
"sm8-52","Blacephalon-GX","sm8",0,"Rare Holo GX","5ban Graphics"
"sm8-55","Slowking","sm8",0.58,"Rare","sowsow"
"sm8-56","Lapras","sm8",1.15,"Rare","Sekio"
"sm8-59","Suicune","sm8",2.7,"Rare Holo","Anesaki Dynamic"
"sm8-60","Suicune-GX","sm8",3.54,"Rare Holo GX","5ban Graphics"
"sm8-62","Beartic","sm8",0.29,"Rare","Mina Nakai"
"sm8-63","White Kyurem","sm8",2.22,"Rare Holo","Hitoshi Ariga"
"sm8-67","Primarina","sm8",0.49,"Rare","Shin Nagasawa"
"sm8-69","Toxapex","sm8",0.27,"Rare","kirisAki"
"sm8-72","Electivire","sm8",0.4,"Rare","Akira Komayama"
"sm8-74","Lanturn","sm8",0.36,"Rare","Ken Sugimori"
"sm8-78","Ampharos","sm8",0.56,"Rare Holo","Satoshi Shirai"
"sm8-79","Raikou","sm8",1.47,"Rare","Kagemaru Himeno"
"sm8-8","Meganium","sm8",2.13,"Rare Holo","nagimiso"
"sm8-82","Zebstrika","sm8",0,"Rare","Misa Tsutsui"
"sm8-85","Tapu Koko","sm8",1.26,"Rare Holo","kawayoo"
"sm8-86","Zeraora-GX","sm8",5.76,"Rare Holo GX","PLANETA Otani"
"sm8-89","Espeon","sm8",1.11,"Rare","Ryota Murayama"
"sm8-90","Unown","sm8",0.58,"Rare","Masakazu Fukuda"
"sm8-91","Unown","sm8",0.39,"Rare","Hasuno"
"sm8-92","Unown","sm8",0.55,"Rare","Naoki Saito"
"sm8-93","Wobbuffet","sm8",0.34,"Rare","Megumi Mizutani"
"sm8-95","Shedinja","sm8",0.5,"Rare","kawayoo"
"sm8-97","Giratina","sm8",2.98,"Rare Holo","Hasuno"
"sm8-98","Sigilyph-GX","sm8",2.3,"Rare Holo GX","PLANETA Otani"
"sm9-1","Celebi & Venusaur-GX","sm9",13.4,"Rare Holo GX","Mitsuhiro Arita"
"sm9-10","Shaymin ◇","sm9",2.29,"Rare Prism Star","kawayoo"
"sm9-101","Bronzong","sm9",0.28,"Rare","Misa Tsutsui"
"sm9-103","Ferrothorn","sm9",0.27,"Rare","Hasuno"
"sm9-105","Bisharp","sm9",0.38,"Rare","Anesaki Dynamic"
"sm9-106","Cobalion-GX","sm9",1.94,"Rare Holo GX","5ban Graphics"
"sm9-109","Aegislash","sm9",0.62,"Rare Holo","Kagemaru Himeno"
"sm9-111","Alolan Ninetales","sm9",3.09,"Rare Holo","Misa Tsutsui"
"sm9-112","Mimikyu","sm9",0.85,"Rare","Eri Yamaki"
"sm9-113","Latias & Latios-GX","sm9",12.5,"Rare Holo GX","Mitsuhiro Arita"
"sm9-114","Alolan Exeggutor","sm9",0.23,"Rare","Anesaki Dynamic"
"sm9-115","Alolan Exeggutor","sm9",0.37,"Rare","Sanosuke Sakuma"
"sm9-119","Dragonite","sm9",4.51,"Rare Holo","Megumi Mizutani"
"sm9-120","Eevee & Snorlax-GX","sm9",13.06,"Rare Holo GX","Mitsuhiro Arita"
"sm9-124","Pidgeot","sm9",0.35,"Rare","Akira Komayama"
"sm9-130","Aerodactyl","sm9",0.64,"Rare","hatachu"
"sm9-131","Lugia","sm9",5.74,"Rare Holo","Anesaki Dynamic"
"sm9-132","Zangoose","sm9",0.94,"Rare Holo","Misa Tsutsui"
"sm9-14","Charizard","sm9",7.12,"Rare","Masakazu Fukuda"
"sm9-159","Celebi & Venusaur-GX","sm9",31.74,"Rare Ultra","5ban Graphics"
"sm9-16","Ninetales","sm9",0.98,"Rare","You Iribi"
"sm9-160","Magikarp & Wailord-GX","sm9",23.9,"Rare Ultra","5ban Graphics"
"sm9-161","Magikarp & Wailord-GX","sm9",262.48,"Rare Ultra","OOYAMA"
"sm9-162","Pikachu & Zekrom-GX","sm9",76.73,"Rare Ultra","5ban Graphics"
"sm9-163","Ampharos-GX","sm9",13.38,"Rare Ultra","5ban Graphics"
"sm9-164","Gengar & Mimikyu-GX","sm9",41.99,"Rare Ultra","5ban Graphics"
"sm9-165","Gengar & Mimikyu-GX","sm9",325.57,"Rare Ultra","Midori Harada"
"sm9-166","Hoopa-GX","sm9",6.48,"Rare Ultra","5ban Graphics"
"sm9-167","Incineroar-GX","sm9",4.69,"Rare Ultra","5ban Graphics"
"sm9-168","Cobalion-GX","sm9",6.21,"Rare Ultra","5ban Graphics"
"sm9-169","Latias & Latios-GX","sm9",26.13,"Rare Ultra","5ban Graphics"
"sm9-170","Latias & Latios-GX","sm9",452.61,"Rare Ultra","Sanosuke Sakuma"
"sm9-171","Eevee & Snorlax-GX","sm9",29.6,"Rare Ultra","5ban Graphics"
"sm9-182","Celebi & Venusaur-GX","sm9",38.45,"Rare Rainbow","5ban Graphics"
"sm9-183","Magikarp & Wailord-GX","sm9",44.72,"Rare Rainbow","5ban Graphics"
"sm9-184","Pikachu & Zekrom-GX","sm9",89,"Rare Rainbow","5ban Graphics"
"sm9-185","Ampharos-GX","sm9",23.25,"Rare Rainbow","5ban Graphics"
"sm9-186","Gengar & Mimikyu-GX","sm9",73.48,"Rare Rainbow","5ban Graphics"
"sm9-187","Hoopa-GX","sm9",14.82,"Rare Rainbow","5ban Graphics"
"sm9-188","Incineroar-GX","sm9",11.09,"Rare Rainbow","5ban Graphics"
"sm9-189","Cobalion-GX","sm9",17.95,"Rare Rainbow","5ban Graphics"
"sm9-19","Moltres","sm9",1.76,"Rare Holo","Shin Nagasawa"
"sm9-190","Latias & Latios-GX","sm9",45,"Rare Rainbow","5ban Graphics"
"sm9-191","Eevee & Snorlax-GX","sm9",64.23,"Rare Rainbow","5ban Graphics"
"sm9-25","Blastoise","sm9",4.99,"Rare","Hitoshi Ariga"
"sm9-30","Gyarados","sm9",4.43,"Rare Holo","Hasuno"
"sm9-31","Lapras","sm9",0.68,"Rare","Ken Sugimori"
"sm9-32","Articuno","sm9",2.96,"Rare Holo","Yusuke Ohmura"
"sm9-33","Pikachu & Zekrom-GX","sm9",12.8,"Rare Holo GX","Mitsuhiro Arita"
"sm9-37","Alolan Golem","sm9",0.38,"Rare","kawayoo"
"sm9-39","Electrode","sm9",1.61,"Rare Holo","Asako Ito"
"sm9-40","Zapdos","sm9",1.87,"Rare Holo","kawayoo"
"sm9-43","Ampharos-GX","sm9",3.34,"Rare Holo GX","5ban Graphics"
"sm9-45","Zebstrika","sm9",0.15,"Rare","Shin Nagasawa"
"sm9-48","Galvantula","sm9",0.16,"Rare","SATOSHI NAKAI"
"sm9-5","Beedrill","sm9",0.82,"Rare","You Iribi"
"sm9-51","Tapu Koko ◇","sm9",1.5,"Rare Prism Star","Kouki Saitou"
"sm9-52","Zeraora","sm9",1.82,"Rare Holo","Kouki Saitou"
"sm9-53","Gengar & Mimikyu-GX","sm9",28.87,"Rare Holo GX","Mitsuhiro Arita"
"sm9-56","Nidoqueen","sm9",1.06,"Rare","nagimiso"
"sm9-59","Nidoking","sm9",1.42,"Rare","kawayoo"
"sm9-63","Muk","sm9",0.18,"Rare","Anesaki Dynamic"
"sm9-64","Alolan Marowak","sm9",0.29,"Rare","miki kudo"
"sm9-65","Starmie","sm9",0.21,"Rare","Mizue"
"sm9-66","Mr. Mime","sm9",0.39,"Rare","Atsuko Nishida"
"sm9-67","Mr. Mime-GX","sm9",1.75,"Rare Holo GX","5ban Graphics"
"sm9-7","Parasect","sm9",0.28,"Rare","Satoshi Shirai"
"sm9-72","Primeape","sm9",0.22,"Rare","Anesaki Dynamic"
"sm9-76","Omastar","sm9",0.87,"Rare Holo","kirisAki"
"sm9-78","Kabutops","sm9",1.49,"Rare","Shin Nagasawa"
"sm9-82","Lycanroc-GX","sm9",2.19,"Rare Holo GX","5ban Graphics"
"sm9-84","Alolan Muk","sm9",0.4,"Rare","Midori Harada"
"sm9-85","Tyranitar","sm9",3.41,"Rare Holo","Hasuno"
"sm9-87","Mightyena","sm9",0.45,"Rare","kirisAki"
"sm9-88","Absol","sm9",1.7,"Rare Holo","nagimiso"
"sm9-9","Pinsir","sm9",0.65,"Rare","Eri Yamaki"
"sm9-91","Zoroark","sm9",1.03,"Rare Holo","Masakazu Fukuda"
"sm9-93","Mandibuzz","sm9",0.16,"Rare","Ayaka Yoshida"
"sm9-94","Pangoro","sm9",0.25,"Rare","Satoshi Shirai"
"sm9-95","Yveltal","sm9",1.46,"Rare Holo","Misa Tsutsui"
"sm9-96","Hoopa-GX","sm9",2.64,"Rare Holo GX","5ban Graphics"
"sm9-97","Incineroar-GX","sm9",2.13,"Rare Holo GX","5ban Graphics"
"sm9-98","Skarmory","sm9",1,"Rare","kirisAki"
"sm9-99","Jirachi","sm9",1.95,"Rare Holo","HYOGONOSUKE"
"sma-SV1","Scyther","sma",3.75,"Rare Shiny","Shigenori Negishi"
"sma-SV10","Quagsire","sma",2.98,"Rare Shiny","Saya Tsuruta"
"sma-SV11","Froakie","sma",1.71,"Rare Shiny","sui"
"sma-SV12","Frogadier","sma",3.03,"Rare Shiny","Anesaki Dynamic"
"sma-SV13","Voltorb","sma",3.09,"Rare Shiny","Shin Nagasawa"
"sma-SV14","Xurkitree","sma",2.97,"Rare Shiny","Naoki Saito"
"sma-SV15","Seviper","sma",1.69,"Rare Shiny","SATOSHI NAKAI"
"sma-SV16","Shuppet","sma",1.7,"Rare Shiny","sui"
"sma-SV17","Inkay","sma",1.51,"Rare Shiny","Shigenori Negishi"
"sma-SV18","Malamar","sma",2.05,"Rare Shiny","Hideki Ishikawa"
"sma-SV19","Poipole","sma",1.91,"Rare Shiny","Akira Komayama"
"sma-SV2","Rowlet","sma",2.01,"Rare Shiny","sui"
"sma-SV20","Sudowoodo","sma",2.25,"Rare Shiny","Kyoko Umemoto"
"sma-SV21","Riolu","sma",4.75,"Rare Shiny","Misa Tsutsui"
"sma-SV22","Lucario","sma",5.91,"Rare Shiny","Kouki Saitou"
"sma-SV23","Rockruff","sma",1.82,"Rare Shiny","Masakazu Fukuda"
"sma-SV24","Buzzwole","sma",2.44,"Rare Shiny","Shin Nagasawa"
"sma-SV25","Zorua","sma",3.41,"Rare Shiny","Saya Tsuruta"
"sma-SV26","Guzzlord","sma",2.06,"Rare Shiny","Masakazu Fukuda"
"sma-SV27","Magnemite","sma",1.71,"Rare Shiny","SATOSHI NAKAI"
"sma-SV28","Magneton","sma",2.38,"Rare Shiny","Kyoko Umemoto"
"sma-SV29","Magnezone","sma",2.27,"Rare Shiny","Misa Tsutsui"
"sma-SV3","Dartrix","sma",1.71,"Rare Shiny","Shigenori Negishi"
"sma-SV30","Beldum","sma",1.17,"Rare Shiny","Mizue"
"sma-SV31","Metang","sma",1.94,"Rare Shiny","Saya Tsuruta"
"sma-SV32","Celesteela","sma",1.88,"Rare Shiny","Kouki Saitou"
"sma-SV33","Kartana","sma",1.78,"Rare Shiny","Anesaki Dynamic"
"sma-SV34","Ralts","sma",1.45,"Rare Shiny","Kyoko Umemoto"
"sma-SV35","Kirlia","sma",2.98,"Rare Shiny","Sumiyoshi Kizuki"
"sma-SV36","Diancie","sma",1.57,"Rare Shiny","Akira Komayama"
"sma-SV37","Altaria","sma",3.6,"Rare Shiny","kirisAki"
"sma-SV38","Gible","sma",2,"Rare Shiny","Saya Tsuruta"
"sma-SV39","Gabite","sma",2.6,"Rare Shiny","Masakazu Fukuda"
"sma-SV4","Wimpod","sma",1.58,"Rare Shiny","SATOSHI NAKAI"
"sma-SV40","Garchomp","sma",2.74,"Rare Shiny","Shin Nagasawa"
"sma-SV41","Eevee","sma",21.05,"Rare Shiny","kirisAki"
"sma-SV42","Swablu","sma",2.05,"Rare Shiny","Shigenori Negishi"
"sma-SV43","Noibat","sma",1.61,"Rare Shiny","Mizue"
"sma-SV44","Oranguru","sma",2.38,"Rare Shiny","Akira Komayama"
"sma-SV45","Type: Null","sma",2.47,"Rare Shiny","Shin Nagasawa"
"sma-SV46","Leafeon-GX","sma",53.66,"Rare Shiny GX","5ban Graphics"
"sma-SV47","Decidueye-GX","sma",16.51,"Rare Shiny GX","5ban Graphics"
"sma-SV48","Golisopod-GX","sma",7.46,"Rare Shiny GX","5ban Graphics"
"sma-SV49","Charizard-GX","sma",316.5,"Rare Shiny GX","5ban Graphics"
"sma-SV5","Pheromosa","sma",1.79,"Rare Shiny","Mizue"
"sma-SV50","Ho-Oh-GX","sma",20.27,"Rare Shiny GX","5ban Graphics"
"sma-SV51","Reshiram-GX","sma",20.83,"Rare Shiny GX","PLANETA Igarashi"
"sma-SV52","Turtonator-GX","sma",10.14,"Rare Shiny GX","5ban Graphics"
"sma-SV53","Alolan Ninetales-GX","sma",18.41,"Rare Shiny GX","5ban Graphics"
"sma-SV54","Articuno-GX","sma",20.47,"Rare Shiny GX","5ban Graphics"
"sma-SV55","Glaceon-GX","sma",18.8,"Rare Shiny GX","5ban Graphics"
"sma-SV56","Greninja-GX","sma",20.91,"Rare Shiny GX","5ban Graphics"
"sma-SV57","Electrode-GX","sma",12.46,"Rare Shiny GX","5ban Graphics"
"sma-SV58","Xurkitree-GX","sma",10.79,"Rare Shiny GX","5ban Graphics"
"sma-SV59","Mewtwo-GX","sma",48.96,"Rare Shiny GX","5ban Graphics"
"sma-SV6","Charmander","sma",11.48,"Rare Shiny","kirisAki"
"sma-SV60","Espeon-GX","sma",56.53,"Rare Shiny GX","5ban Graphics"
"sma-SV61","Banette-GX","sma",9.8,"Rare Shiny GX","5ban Graphics"
"sma-SV62","Nihilego-GX","sma",13.77,"Rare Shiny GX","5ban Graphics"
"sma-SV63","Naganadel-GX","sma",9.28,"Rare Shiny GX","5ban Graphics"
"sma-SV64","Lucario-GX","sma",22.13,"Rare Shiny GX","5ban Graphics"
"sma-SV65","Zygarde-GX","sma",8.29,"Rare Shiny GX","5ban Graphics"
"sma-SV66","Lycanroc-GX","sma",11.52,"Rare Shiny GX","5ban Graphics"
"sma-SV67","Lycanroc-GX","sma",5.94,"Rare Shiny GX","5ban Graphics"
"sma-SV68","Buzzwole-GX","sma",9.28,"Rare Shiny GX","5ban Graphics"
"sma-SV69","Umbreon-GX","sma",119.8,"Rare Shiny GX","5ban Graphics"
"sma-SV7","Charmeleon","sma",11.07,"Rare Shiny","nagimiso"
"sma-SV70","Darkrai-GX","sma",26.84,"Rare Shiny GX","5ban Graphics"
"sma-SV71","Guzzlord-GX","sma",7.13,"Rare Shiny GX","5ban Graphics"
"sma-SV72","Scizor-GX","sma",28.33,"Rare Shiny GX","5ban Graphics"
"sma-SV73","Kartana-GX","sma",9.19,"Rare Shiny GX","5ban Graphics"
"sma-SV74","Stakataka-GX","sma",7.09,"Rare Shiny GX","5ban Graphics"
"sma-SV75","Gardevoir-GX","sma",29.98,"Rare Shiny GX","5ban Graphics"
"sma-SV76","Sylveon-GX","sma",59.15,"Rare Shiny GX","5ban Graphics"
"sma-SV77","Altaria-GX","sma",17.89,"Rare Shiny GX","5ban Graphics"
"sma-SV78","Noivern-GX","sma",10.14,"Rare Shiny GX","5ban Graphics"
"sma-SV79","Silvally-GX","sma",16.57,"Rare Shiny GX","5ban Graphics"
"sma-SV8","Alolan Vulpix","sma",2.98,"Rare Shiny","Kouki Saitou"
"sma-SV80","Drampa-GX","sma",8.13,"Rare Shiny GX","5ban Graphics"
"sma-SV9","Wooper","sma",2.49,"Rare Shiny","Misa Tsutsui"
"sma-SV91","Tapu Bulu-GX","sma",14.59,"Rare Secret","5ban Graphics"
"sma-SV92","Tapu Fini-GX","sma",19.68,"Rare Secret","5ban Graphics"
"sma-SV93","Tapu Koko-GX","sma",27.95,"Rare Secret","5ban Graphics"
"sma-SV94","Tapu Lele-GX","sma",25.49,"Rare Secret","5ban Graphics"
"smp-SM01","Rowlet","smp",2.71,"Promo","Mitsuhiro Arita"
"smp-SM02","Litten","smp",0,"Promo","Megumi Mizutani"
"smp-SM03","Popplio","smp",3.5,"Promo","match"
"smp-SM04","Pikachu","smp",17.5,"Promo","kirisAki"
"smp-SM05","Snorlax-GX","smp",2.97,"Promo","5ban Graphics"
"smp-SM06","Rockruff","smp",0.79,"Promo","match"
"smp-SM07","Pikipek","smp",0.41,"Promo","match"
